[2017-09-22 22:18:03,717]   INFO - tbrains.buildServer.ACTIVITIES - Server Started 
[2017-09-22 23:33:29,188]   INFO - tbrains.buildServer.ACTIVITIES - Finished build Newgithubrepo :: Build {id=Newgithubrepo_Build, internal id=bt2} #3 {build id=3, promotion id=3, history=false, agent="Default Agent" {id=1}, triggered by "Git" (##vcsName='jetbrains.git' type='vcs'). Started 2017-09-22 23:33:25.271, running} 
[2017-09-22 23:37:45,764]   INFO - s.buildServer.ACTIVITIES.AUDIT - build_add_to_queue: Build BUILD_PROMOTION{id=4} was added to queue by "'nsharma' (Navnidhi Sharma) {id=1}" 
[2017-09-22 23:37:45,768]   INFO - tbrains.buildServer.ACTIVITIES - Build added to queue; Queued build {Build promotion {promotion id=4, configuration={id=Newgithubrepo_Build, internal id=bt2}, queued}, triggered by "Navnidhi Sharma"} 
[2017-09-22 23:37:46,279]   INFO - tbrains.buildServer.ACTIVITIES - Build started; Newgithubrepo :: Build {id=Newgithubrepo_Build, internal id=bt2} #4 {build id=4, promotion id=4, history=false, agent="Default Agent" {id=1}, triggered by "'nsharma' (Navnidhi Sharma) {id=1}" (##userId='1' type='user'). Started 2017-09-22 23:37:46.269, running} 
[2017-09-22 23:37:50,322]   INFO - tbrains.buildServer.ACTIVITIES - Finished build Newgithubrepo :: Build {id=Newgithubrepo_Build, internal id=bt2} #4 {build id=4, promotion id=4, history=false, agent="Default Agent" {id=1}, triggered by "'nsharma' (Navnidhi Sharma) {id=1}" (##userId='1' type='user'). Started 2017-09-22 23:37:46.489, running} 
[2017-09-22 23:40:21,240]   INFO - s.buildServer.ACTIVITIES.AUDIT - build_add_to_queue: Build BUILD_PROMOTION{id=5} was added to queue by "'nsharma' (Navnidhi Sharma) {id=1}" 
[2017-09-22 23:40:21,243]   INFO - tbrains.buildServer.ACTIVITIES - Build added to queue; Queued build {Build promotion {promotion id=5, configuration={id=Newgithubrepo_Build, internal id=bt2}, queued}, triggered by "Navnidhi Sharma"} 
[2017-09-22 23:40:21,753]   INFO - tbrains.buildServer.ACTIVITIES - Build started; Newgithubrepo :: Build {id=Newgithubrepo_Build, internal id=bt2} #5 {build id=5, promotion id=5, history=false, agent="Default Agent" {id=1}, triggered by "'nsharma' (Navnidhi Sharma) {id=1}" (##userId='1' type='user'). Started 2017-09-22 23:40:21.748, running} 
[2017-09-22 23:40:34,982]   INFO - tbrains.buildServer.ACTIVITIES - Finished build Newgithubrepo :: Build {id=Newgithubrepo_Build, internal id=bt2} #5 {build id=5, promotion id=5, history=false, agent="Default Agent" {id=1}, triggered by "'nsharma' (Navnidhi Sharma) {id=1}" (##userId='1' type='user'). Started 2017-09-22 23:40:21.927, running} 
[2017-09-22 23:41:46,171]   INFO - tbrains.buildServer.ACTIVITIES - Build added to queue; Queued build {Build promotion {promotion id=6, configuration={id=Newgithubrepo_Build, internal id=bt2}, queued}, triggered by "Git"} 
[2017-09-22 23:41:46,681]   INFO - tbrains.buildServer.ACTIVITIES - Build started; Newgithubrepo :: Build {id=Newgithubrepo_Build, internal id=bt2} #6 {build id=6, promotion id=6, history=false, agent="Default Agent" {id=1}, triggered by "Git" (##vcsName='jetbrains.git' type='vcs'). Started 2017-09-22 23:41:46.675, running} 
[2017-09-22 23:41:50,256]   INFO - tbrains.buildServer.ACTIVITIES - Finished build Newgithubrepo :: Build {id=Newgithubrepo_Build, internal id=bt2} #6 {build id=6, promotion id=6, history=false, agent="Default Agent" {id=1}, triggered by "Git" (##vcsName='jetbrains.git' type='vcs'). Started 2017-09-22 23:41:46.862, running} 
[2017-09-23 22:59:52,124]   INFO - s.buildServer.ACTIVITIES.AUDIT - build_type_edit_settings: "Newgithubrepo :: Build {id=Newgithubrepo_Build, internal id=bt2}" build configuration settings were edited ("version before: 3, version after: 4") by "'nsharma' (Navnidhi Sharma) {id=1}" with comment "runners of 'Build' build configuration were updated" 
[2017-09-23 23:00:56,323]   INFO - s.buildServer.ACTIVITIES.AUDIT - build_add_to_queue: Build BUILD_PROMOTION{id=7} was added to queue by "'nsharma' (Navnidhi Sharma) {id=1}" 
[2017-09-23 23:00:56,329]   INFO - tbrains.buildServer.ACTIVITIES - Build added to queue; Queued build {Build promotion {promotion id=7, configuration={id=Newgithubrepo_Build, internal id=bt2}, queued}, triggered by "Navnidhi Sharma"} 
[2017-09-23 23:00:56,836]   INFO - tbrains.buildServer.ACTIVITIES - Build started; Newgithubrepo :: Build {id=Newgithubrepo_Build, internal id=bt2} #7 {build id=7, promotion id=7, history=false, agent="Default Agent" {id=1}, triggered by "'nsharma' (Navnidhi Sharma) {id=1}" (##userId='1' type='user'). Started 2017-09-23 23:00:56.832, running} 
[2017-09-23 23:01:11,189]   INFO - tbrains.buildServer.ACTIVITIES - Finished build Newgithubrepo :: Build {id=Newgithubrepo_Build, internal id=bt2} #7 {build id=7, promotion id=7, history=false, agent="Default Agent" {id=1}, triggered by "'nsharma' (Navnidhi Sharma) {id=1}" (##userId='1' type='user'). Started 2017-09-23 23:00:57.057, running} 
[2017-09-24 19:27:37,592]   INFO - tbrains.buildServer.ACTIVITIES - Server Started 
[2017-09-24 19:28:45,516]   WARN - erver.ACTIVITIES.ResetPassword - Error while sending reset password email to 'navnidhi@gmail.com': jetbrains.buildServer.util.EmailException: com.sun.mail.util.MailConnectException: Couldn't connect to host, port: mail, 25; timeout 60000;
  nested exception is:
	java.net.UnknownHostException: mail (enable debug to see stacktrace) 
[2017-09-24 19:29:38,712]   INFO - tbrains.buildServer.ACTIVITIES - New user created: 'navnidhi' {id=2} 
[2017-09-27 21:33:22,289]   INFO - tbrains.buildServer.ACTIVITIES - Shutdown Spring components 
[2017-09-27 21:33:22,514]   INFO - tbrains.buildServer.ACTIVITIES - Spring components are shut down 
